index_sort,page,block,line,x0,y0,x2,y2,Text,space_type,confidence
55,0,9,0,784,251,815,271,2013,5,0.9625000059604645
56,0,10,0,83,424,154,440,DESCRIPTION,5,0.996363639831543
58,0,11,0,447,423,470,439,HRS.,5,0.8575000092387199
59,0,12,0,599,423,628,441,RATE,5,0.9900000095367432
60,0,13,0,764,423,798,439,TOTAL,5,0.9940000057220459
61,0,14,0,83,459,108,475,Task,1,0.9925000071525574
62,0,14,0,112,459,176,475,Description,1,0.996363639831543
64,0,14,0,182,459,194,475,#1,5,0.9900000095367432
65,0,15,0,465,463,471,473,4,5,0.9900000095367432
69,0,16,0,591,458,628,475,$75/hr,5,0.975000003973643
71,0,17,0,753,460,799,475,$300.00,5,0.9928571496691022
72,0,18,0,83,499,108,517,Task,1,0.9900000095367432
73,0,18,0,112,499,176,517,Description,1,0.996363639831543
75,0,18,0,182,499,195,517,#2,5,0.9900000095367432
76,0,19,0,465,500,471,513,6,5,0.9900000095367432
80,0,20,0,591,499,627,515,$75/hr,5,0.9883333444595337
82,0,21,0,752,501,799,517,$450.00,5,0.9828571506908962
83,0,22,0,83,536,108,552,Task,1,0.9925000071525574
84,0,22,0,112,536,176,552,Description,1,0.9981818199157715
86,0,22,0,181,536,195,552,#3,5,0.9900000095367432
87,0,23,0,465,540,471,553,3,5,0.9900000095367432
91,0,24,0,590,535,628,552,$55/hr,5,0.9550000131130219
93,0,25,0,754,538,799,554,$165.00,5,0.9657143013817924
94,0,26,0,83,575,108,590,Task,1,0.9925000071525574
95,0,26,0,112,574,176,591,Description,1,0.9981818199157715
97,0,26,0,181,575,195,591,#4,5,0.9900000095367432
98,0,27,0,464,574,470,586,6,5,0.9900000095367432
102,0,28,0,590,574,628,590,$30/hr,5,0.975000003973643
104,0,29,0,754,575,799,587,$180.00,5,0.9614285826683044
107,0,30,0,649,777,705,790,Sub-Total,2,0.9900000029140048
108,0,30,0,705,777,707,790,:,5,0.9900000095367432
110,0,31,0,741,777,799,793,$1095.00,5,0.952500008046627
111,0,32,0,671,804,704,819,Total,2,0.9940000057220459
112,0,32,0,704,806,707,819,:,5,0.9900000095367432
114,0,33,0,741,807,799,823,$1095.00,5,0.966250017285347
115,0,34,0,605,835,653,848,Previous,1,0.9937500059604645
116,0,34,0,659,835,701,848,Balance,2,0.9928571496691022
117,0,34,0,703,835,705,848,:,5,0.9800000190734863
119,0,35,0,763,836,798,847,$0.00,5,0.9840000033378601
120,0,36,0,642,861,673,876,Total,1,0.9940000057220459
121,0,36,0,679,861,703,875,Due,2,0.9900000095367432
122,0,36,0,705,862,707,876,:,5,0.9700000286102295
124,0,37,0,742,863,799,877,$1095.00,5,0.9812500178813934
125,0,38,0,579,1025,621,1040,PAYMENT,2,0.9957142898014614
126,0,38,0,622,1025,624,1040,:,2,0.949999988079071
127,0,38,0,626,1025,628,1040,/,1,0.11999999731779099
128,0,38,0,632,1025,661,1040,accept,1,0.8683333297570547
130,0,38,0,666,1025,688,1040,"cash,",1,0.9900000095367432
131,0,38,0,693,1025,722,1041,checks,1,0.9866666694482168
133,0,38,0,727,1026,765,1041,(payable,1,0.9925000071525574
134,0,38,0,770,1026,778,1041,to,1,0.9799999892711639
135,0,38,0,784,1026,805,1041,Your,1,0.9725000113248825
137,0,38,0,809,1026,840,1041,Name),3,0.9640000104904175
138,0,38,1,578,1040,595,1056,and,1,0.996666669845581
139,0,38,1,598,1040,630,1056,PayPal,1,0.9933333396911621
141,0,38,1,633,1040,654,1056,(sent,1,0.9220000147819519
142,0,38,1,658,1040,665,1056,to,1,0.9699999988079071
143,0,38,1,668,1040,690,1056,your,1,0.9950000047683716
144,0,38,1,692,1040,724,1056,paypal,1,0.9916666746139526
147,0,38,1,728,1040,771,1056,account).,5,0.985555562708113
148,0,39,0,56,1025,87,1040,TERMS,1,0.9940000057220459
149,0,39,0,90,1025,108,1040,AND,1,0.996666669845581
150,0,39,0,111,1025,164,1040,CONDITIONS,2,0.997000002861023
151,0,39,0,163,1025,165,1040,:,1,0.9900000095367432
152,0,39,0,169,1025,203,1040,Invoices,1,0.973750002682209
153,0,39,0,208,1025,222,1040,are,1,0.996666669845581
154,0,39,0,226,1026,261,1041,payable,1,0.9928571496691022
155,0,39,0,266,1026,288,1041,upon,1,0.9950000047683716
157,0,39,0,293,1026,325,1041,receipt.,1,0.9950000047683716
158,0,39,0,330,1026,360,1041,Design,1,0.9933333396911621
159,0,39,0,364,1026,413,1042,documents,1,0.9944444497426351
161,0,39,0,418,1027,461,1042,"including,",1,0.9940000057220459
162,0,39,0,466,1027,480,1042,but,1,0.9900000095367432
163,0,39,0,485,1027,499,1042,not,1,0.9933333396911621
164,0,39,0,504,1027,534,1042,limited,1,0.9985714299338204
166,0,39,0,539,1027,550,1042,"to,",3,0.9933333396911621
170,0,39,1,56,1039,128,1056,"sketches/comps,",1,0.9726666768391927
172,0,39,1,132,1039,168,1056,"designs,",1,0.9725000038743019
174,0,39,1,172,1039,226,1056,"illustrations,",1,0.9850000015326908
176,0,39,1,230,1039,289,1056,"photography,",1,0.9925000071525574
178,0,39,1,293,1039,328,1056,"models,",1,0.9885714394705636
179,0,39,1,332,1039,349,1056,and,1,0.9900000095367432
180,0,39,1,351,1039,363,1056,all,1,0.9766666690508524
181,0,39,1,365,1039,389,1056,other,1,0.9940000057220459
182,0,39,1,392,1039,420,1056,design,1,0.9933333396911621
183,0,39,1,423,1039,472,1056,documents,1,0.9944444497426351
184,0,39,1,476,1039,490,1056,are,1,0.9933333396911621
185,0,39,1,494,1039,507,1056,the,1,0.9733333388964335
186,0,39,1,510,1039,550,1056,exclusive,3,0.9711111187934875
187,0,39,2,56,1055,95,1072,property,1,0.9962500035762787
188,0,39,2,97,1055,107,1072,of,1,0.9900000095367432
189,0,39,2,110,1055,130,1072,Your,1,0.9750000089406967
191,0,39,2,133,1055,164,1072,Name.,1,0.9840000033378601
192,0,39,2,167,1055,207,1072,Exclusive,1,0.9777777857250638
193,0,39,2,209,1055,252,1072,copyright,1,0.9911111129654778
194,0,39,2,254,1055,264,1072,of,1,0.9800000190734863
195,0,39,2,266,1055,289,1072,these,1,0.9940000057220459
196,0,39,2,292,1055,333,1072,materials,1,0.9911111195882162
197,0,39,2,337,1055,342,1072,is,1,0.945000022649765
198,0,39,2,346,1055,384,1072,reserved,1,0.9887500032782555
199,0,39,2,387,1055,398,1072,by,1,0.9550000131130219
200,0,39,2,400,1055,421,1072,Your,1,0.9849999994039536
202,0,39,2,423,1055,456,1072,Name;,1,0.9899999976158143
203,0,39,2,458,1055,478,1072,upon,5,0.9675000160932541
204,0,39,3,469,1055,497,1072,full,1,0.9575000107288361
205,0,39,3,499,1055,539,1072,payment,1,0.9900000010217939
206,0,39,3,542,1055,551,1072,of,3,0.9900000095367432
207,0,39,4,57,1069,69,1085,all,1,0.9866666793823242
208,0,39,4,68,1069,87,1085,fees,1,0.9275000095367432
209,0,39,4,90,1069,107,1085,and,1,0.9800000190734863
211,0,39,4,112,1069,135,1085,"costs,",1,0.9933333396911621
212,0,39,4,138,1069,163,1085,Client,1,0.9783333440621694
213,0,39,4,166,1069,171,1085,is,1,0.9350000023841858
214,0,39,4,174,1069,210,1085,granted,1,0.9942857197352818
215,0,39,4,213,1069,226,1085,the,1,0.996666669845581
216,0,39,4,230,1069,250,1085,right,1,0.9960000038146972
217,0,39,4,254,1069,261,1085,to,1,0.9900000095367432
218,0,39,4,265,1069,280,1085,use,1,0.9733333388964335
219,0,39,4,282,1069,296,1085,the,1,1.0
220,0,39,4,299,1069,331,1085,designs,1,0.9957142898014614
221,0,39,4,335,1069,379,1085,contained,1,0.9933333396911621
222,0,39,4,382,1069,389,1085,in,1,0.9850000143051147
223,0,39,4,393,1069,416,1085,these,1,0.9920000076293946
224,0,39,4,419,1069,460,1085,materials,1,0.9922222230169508
225,0,39,4,463,1069,477,1085,per,1,0.9033333460489908
226,0,39,4,479,1069,510,1085,project,1,0.9842857207570758
227,0,39,4,513,1069,550,1085,contract,3,0.9937500059604645
228,0,39,5,56,1083,65,1098,or,1,0.9900000095367432
229,0,39,5,68,1083,77,1098,as,1,0.9800000190734863
230,0,39,5,80,1083,119,1098,specified,1,0.9866666727595859
231,0,39,5,122,1083,130,1098,in,1,0.9900000095367432
233,0,39,5,133,1083,167,1098,writing.,1,0.9912500008940697
234,0,39,5,170,1083,182,1098,All,1,0.9900000095367432
235,0,39,5,185,1083,209,1098,other,1,0.9920000076293946
236,0,39,5,212,1083,236,1098,rights,1,0.9800000091393789
237,0,39,5,240,1083,271,1098,remain,1,0.9950000047683716
238,0,39,5,275,1083,288,1098,the,1,0.9799999992052714
239,0,39,5,292,1083,331,1098,exclusive,1,0.995555559794108
240,0,39,5,334,1083,373,1098,property,1,0.9950000047683716
241,0,39,5,376,1083,385,1098,of,1,0.9900000095367432
242,0,39,5,388,1083,409,1098,Your,1,0.9775000065565109
243,0,39,5,412,1083,441,1098,Name,3,0.9825000017881393
244,0,39,6,56,1103,86,1117,2013,1,0.9750000238418579
245,0,39,6,89,1103,109,1116,Your,1,0.9775000065565109
246,0,39,6,113,1102,140,1116,Name,5,0.9975000023841858
247,0,40,0,579,1072,627,1087,QUESTIONS,2,0.9944444497426351
248,0,40,0,629,1072,631,1087,:,1,0.9700000286102295
249,0,40,0,635,1072,641,1087,if,1,0.8700000047683716
250,0,40,0,646,1072,663,1087,you,1,0.9833333492279053
251,0,40,0,671,1072,692,1088,have,1,0.9925000071525574
252,0,40,0,700,1073,716,1088,any,1,1.0
253,0,40,0,723,1073,765,1088,questions,1,0.9922222230169508
254,0,40,0,773,1073,816,1089,regarding,1,0.9977777798970541
255,0,40,0,824,1074,839,1089,this,3,0.9975000023841858
257,0,40,1,579,1087,612,1103,"invoice,",1,0.9725000038743019
258,0,40,1,616,1087,643,1103,please,1,0.9950000047683716
259,0,40,1,647,1087,662,1103,feel,1,0.9900000095367432
260,0,40,1,665,1087,682,1103,free,1,0.9849999994039536
261,0,40,1,686,1087,691,1103,to,1,1.0
262,0,40,1,698,1087,729,1103,contact,1,0.997142859867641
263,0,40,1,732,1087,747,1103,me,1,0.9950000047683716
264,0,40,1,750,1087,758,1103,at,1,1.0
265,0,40,1,761,1087,780,1103,your,1,0.9975000023841858
267,0,40,1,785,1087,841,1103,convenience.,3,0.996666669845581
268,0,40,2,578,1103,580,1116,I,1,0.8799999952316284
269,0,40,2,584,1103,599,1116,will,1,0.9825000166893005
270,0,40,2,602,1103,624,1116,reply,1,0.9440000057220459
271,0,40,2,627,1103,636,1116,as,1,0.9600000083446503
272,0,40,2,639,1103,660,1116,soon,1,0.9950000047683716
273,0,40,2,664,1103,673,1116,as,1,1.0
274,0,40,2,676,1103,678,1116,I,1,0.8899999856948853
275,0,40,2,681,1103,695,1116,get,1,0.9799999992052714
276,0,40,2,698,1103,719,1116,your,1,0.9950000047683716
278,0,40,2,721,1103,763,1117,message.,5,0.9937500059604645
