index_sort,page,block,line,x0,y0,x2,y2,Text,space_type,confidence
171,0,11,0,297,547,320,565,when,2,0.9925000071525574
172,0,11,0,321,547,322,565,:,5,0.8500000238418579
173,0,12,0,57,635,82,652,CHECK,1,0.9920000076293946
174,0,12,0,86,635,103,652,PICK,1,0.9675000160932541
175,0,12,0,107,635,117,652,UP,1,0.9950000047683716
176,0,12,0,120,635,158,652,CONTACT,1,0.9928571496691022
177,0,12,0,162,635,221,652,INFORMATION,3,0.9954545497894287
178,0,12,1,58,659,84,675,Contact,1,0.997142859867641
179,0,12,1,88,659,110,675,Name,2,0.9925000071525574
180,0,12,1,110,659,114,675,:,1,0.9800000190734863
181,0,12,1,132,659,153,675,Jerry,1,0.9519999980926513
182,0,12,1,158,658,208,675,Walkerheim,5,0.9880000054836273
183,0,13,0,362,662,389,672,Contact,1,0.9985714299338204
184,0,13,0,393,662,421,672,Number,2,0.996666669845581
185,0,13,0,423,662,424,672,:,1,0.9800000190734863
186,0,13,0,436,660,508,672,1423-122-8755,5,0.9900000095367432
