index_sort,page,block,line,x0,y0,x2,y2,Text,space_type,confidence
97,0,11,2,916,765,928,782,4,3,0.9900000095367432
98,0,11,3,911,796,934,814,14,5,0.9900000095367432
99,0,12,0,991,697,1035,719,Unit,1,0.9950000047683716
100,0,12,0,1044,697,1096,719,Price,5,0.9960000038146972
102,0,12,1,1025,730,1095,752,$50.00,3,0.9916666746139526
104,0,12,2,1025,765,1095,785,$60.00,3,0.9400000075499216
106,0,12,3,1025,797,1095,818,$60.00,5,0.9916666746139526
107,0,13,0,1165,696,1254,719,Amount,3,0.9933333396911621
109,0,13,1,1169,730,1253,752,$100.00,3,0.9814285806247166
111,0,13,2,1169,764,1253,785,$240.00,3,0.9942857197352818
113,0,13,3,1169,795,1253,817,$840.00,5,0.9585714340209961
114,0,14,0,21,1126,65,1313,INVOICE,5,0.9928571496691022
115,0,15,0,1291,1128,1329,1313,INVOICE,5,0.9928571496691022
116,0,16,0,96,1289,224,1312,COMMENTS,3,0.9962500035762787
117,0,16,1,98,1322,112,1349,1.,1,0.9900000095367432
118,0,16,1,123,1322,214,1349,Payment,1,0.9942857197352818
119,0,16,1,223,1322,261,1349,due,1,0.9900000095367432
120,0,16,1,272,1322,287,1349,in,1,0.9950000047683716
121,0,16,1,297,1321,321,1348,30,1,0.9950000047683716
122,0,16,1,331,1321,377,1348,days,3,0.9975000023841858
123,0,16,2,97,1354,113,1384,2.,1,0.9900000095367432
124,0,16,2,124,1354,190,1384,Please,1,0.9933333396911621
125,0,16,2,200,1354,246,1384,note,1,0.9975000023841858
126,0,16,2,254,1354,287,1384,the,1,0.996666669845581
127,0,16,2,298,1354,369,1384,invoice,1,0.9957142898014614
128,0,16,2,379,1354,463,1384,number,1,0.996666669845581
129,0,16,2,472,1354,487,1384,in,1,0.9900000095367432
130,0,16,2,497,1354,544,1384,your,1,0.9975000023841858
131,0,16,2,554,1354,645,1384,payment,1,0.9957142898014614
132,0,16,2,655,1354,735,1384,method,5,0.9983333349227905
133,0,17,0,1005,1258,1095,1280,Subtotal,3,0.9937500059604645
134,0,17,1,989,1291,1096,1312,Discounts,5,0.9944444497426351
135,0,17,2,1033,1322,1095,1345,Taxes,3,0.9940000057220459
136,0,17,3,1042,1356,1095,1377,Total,5,0.9940000057220459
138,0,18,0,1149,1257,1252,1279,"$1,180.00",5,0.9822222391764323
140,0,18,1,1169,1291,1253,1312,$177.00,5,0.980000010558537
142,0,18,2,1169,1323,1253,1346,$100.30,3,0.9657143013817924
144,0,18,3,1150,1355,1253,1377,"$1,163.30",5,0.9833333492279053
145,0,19,0,98,1418,180,1447,Banking,1,0.997142859867641
146,0,19,0,190,1418,227,1447,and,1,0.9933333396911621
147,0,19,0,236,1418,279,1447,wire,1,0.9925000071525574
148,0,19,0,288,1418,372,1447,transfer,1,0.9962500035762787
149,0,19,0,382,1418,503,1447,information,1,0.9972727298736572
150,0,19,0,515,1418,557,1447,may,1,0.9933333396911621
151,0,19,0,565,1418,605,1447,also,1,0.9950000047683716
152,0,19,0,616,1418,639,1447,be,1,0.9950000047683716
153,0,19,0,650,1418,738,1447,included,1,0.9962500035762787
154,0,19,0,749,1418,795,1447,here,5,0.9950000047683716
155,0,20,0,1041,1438,1138,1482,Thank,1,0.9920000076293946
156,0,20,0,1148,1438,1203,1482,you,1,0.996666669845581
157,0,20,0,1216,1438,1260,1482,for,3,1.0
158,0,20,1,1031,1485,1103,1530,your,1,0.9925000071525574
160,0,20,1,1115,1484,1257,1529,business!,5,0.964444445239173
